id;description;DBO
991366477568442;Wir müssen sollen bewahren Kultur, Religion, Wertschöpfung. Es ist unsere Pflicht !;nothing
876270882411336;Es sollten lieber eigene Fachkräfte ausgebildet werden, anstatt die billigen Fachkräfte aus dem Ausland vor zu schieben! Mal bissel mehr Geld in die Bildungspolitik als in die Asylpolitik, und schon gäbe es auch mit deutschen Fachkräften eine Zukunft!;criticism
876305782407846;"Die Arbeitsagentur meint doch nicht etwa, dass sie Arbeitsplätze vermittelt. Die stecken Millionen in sinnlose Umschulungen, damit ihre ""Kunden"" aus der Statitistik fallen, schiebt die Arbeitsvermttlung an die Zeitfirmen weiter und zahlt noch dafür. Ein gigantischer"" Wasserkopf"" der auch dringend geändert werden muss!!  Ich weiß wovon ich schreibe. Ein ""Arbeitslosenwaltungsmolloch"" der nur Geld verschleudert und den Wenigsten hilft.";criticism
1035137076524715;Nö;nothing
982665828438507;Ist das dann Suche nach Asyl??? Das nennt man doch anders...;nothing
1063648707006885;"Ich beziehe mich auf das Zitat vom ""Lehrer aus den alten Bundesländern"" im Post. In der Quelle vom Spiegel wird das richtigerweise nicht so unterschieden.";nothing
1064352233603199;Und andere Ostdeutsche Bundesländer Thomas Regener.;nothing
1111311762240579;Mit Bargeld konnten viele auch nicht umgehen.;nothing
855002271204864;Also von mir aus kann Leipzig als Ableger erhalten bleiben! Müssen aber natürlich endlich ein Bündnis eingehen und sich einig Werden was wir als Leipziger für Ziele haben oder wir die Ziele von Pegida annehmen und dafür auch zusammen laufen! Aber es muss zwischen LEGIDA und PEGIDA ein Gespräch statt finden !;nothing
985374851500938;????;nothing
1056569421048147;"Petra,Sie haben zwei Stimmen.Die erste für ihren Wahlkreisabgeordneten,der Sie dann im Landtag vertritt und die zweite Stimme für ihre Partei.Also zwei Kreuze ;-) !";nothing
882779008427190;"Ihr seid doch ni sauber! Ich bin mit Sicherheit keine ""Kommt-alle-nach-Dtl.-hier-habt-ihr-es-gut-Freundin"", aber überlegt Ihr Euch mal, was Ihr hier von Euch gebt??? Erbärmlich!";nothing
1013557335349356;Tja, das ist ne klassische Entscheidungsgabel - aus der Nummer kommen die rot-grün benachteiligten Bildungsprekarianer nicht mehr raus!! 3:-);nothing
861985940506497;Gestammel und gekreische kann man nicht abdrucken. Habe im Inet RT bei Pegida Berlin bischen die Gegendemo verfolgt. Die sogenannte Ansprache waren Hassparolen und gekreische. Das fand ich mehr als Erschreckend.;nothing
935255169846240;ein Facharbeiter weniger...;nothing
1011175838920839;the new ANTIFA- Collection:   http://www.banggood.com/Unisex-Winter-Warm-Knitted-Crochet-Wool-Ski-Face-Mask-Octopus-Squid-Cap-Beanie-Hat-p-992421.html?utm_source=facebook&utm_medium=cpc_fashion&utm_content=jessie&utm_campaign=ima-hat-male-de-rhs&utm_design=5;nothing
882696431768781;also ich kenne euch plauener anders.ich will nicht sagen,,radikaler,,aber ihr ward zu ddr zeiten mal richtig gut drauf.wo ist euer kampfgeist geblieben? mensch jungs,raus und mal richtig auf die kacke haun,wie in dresden.tschaui;nothing
1065832336788522;Zwangsrotlichtbehandlung?;nothing
982650848440005;Vor was sind die geflohen?;nothing
855016407870117;"Angst vor der Geschichte
Angst vor sich selbst,
sich in sich zurückzuziehen
aus Angst vor der Welt
Angst auszubrechen, sich zu blamier'n,
sich aufs Eis zu wagen,
Angst, zu erfrier'n.

Einfach Angst zu verblöden
vor der Endgültigkeit
sich an alles zu gewöhnen,
aus Angst vor der Zeit
Angst zu verblöden, bereits mundtot zu sein
Angst stellt ruhig, Angst krichtt klein.

Angst braucht Waffen
aus Angst vor dem Feind,
obwohl keiner so recht weiß:
Wer ist damit gemeint?
Angst überholt zu werden,
Angst vor Konkurrenz
Angst vor der Dummheit,
vor ihrer Intelligenz.

Angst als Methode angewandt,
Das Einschüchtern ist geplant
Angst stellt ruhig, Angst kricht klein
Angst vor dem Ende
Angst 'rauszugehen,
wir sind uns alle verdächtig.
Angst in die Augen zu sehen
Angst vor Gefühlen
Angst vor Zärtlichkeit
Angst aus Erfahrung,
zuviel Vertraulichkeit.

Einfach Angst zu verblöden,
vor der Endgültigkeit.
Sich an alles zu gewöhnen,
Aus Angst vor der Zeit.
Einfach Angst zu verblöden,
bereits mundtot zu sein.
Angst stellt ruhig.
Angst kricht klein.

Angst ferngelenkt zu werden
Angst vor dem Aus
Es allen recht zu machen
Angst frißt auf.
Angst sich zu wehren
Angst alleine zu sein
Angst vor der Angst
wir schlafen ein.

Angst vor der Angst.
Wirschlafen ein.";nothing
1111395975565491;ja endlich mal was sinnvolles um mißbrauch verhindern bzw. erschweren!;nothing
982803365091420;"Michael Diez-Hammer Lummel ??? Ihr macht euch hier sowas von lächerlich, das ihr euch nicht dumm vorkommt zumal ihr es ja auch augenscheinlich seid. Der Herr Diez mit seinen immer gleichen Kommentaren möchte als sehr intellektuell gebildet erscheinen und meint er steht über den Dingen und die Meinung anderer ins lächerliche ziehen ...!!! Und der andere Hammel sollte sich erstmal schlau machen was ""Feuer Frei"" noch bedeuten könnte und somit jeder Klage standhält. Was für arme Würstchen ihr doch seid...!!!";nothing
982648261773597;Wer Wind sät, wird Sturm ernten!;nothing
1063700623668360;Wenn man eine Karte erstellt die aufzeigt wieviel migrantenanteil in Schulklassen sind erklärt sich bestimmt so einiges.;nothing
946369072068183;Es geht doch darum, dass wir nun alle zusammenhalten, denn ob München oder woanders, es trifft jeden von uns.;nothing
945864625451961;"Mein Beileid für alle Frauen die sowas nun ständig erleben müssen. 

Und ja, wer die Sprache nicht beherrscht belästigt halt mit anfassen etc. es geht hier denke ich kaum darum dass mal jemandem hinterher gepfiffen wird o.ä.";nothing
1012576412114115;Hey Lars, was ist denn mit der rituellen Beschneidung? Wäre das nicht eine zusätzliche Geschäftsidee? Astscheeren bekommst du mitlerweile überall!!!;nothing
1096009237104165;Abschieben;nothing
876260165745741;Es gibt doch immer wieder neue Geschichten herrlich.;nothing
1055099767861779;Helmut Scheller warum greift man da nicht ein? 10 Kinder und können diese nicht alle ernähren! Eine Sterilisation wäre für die Welt günstiger! China hat auch die Kinderzahl begrenzt! Indien und Afrika mutieren! Dann sollen die auch mit ihren Problemen selber fertig werden. Denn dass hat nichts mit politik zu tun! Früher hat es die Natur gerichtet. Heute richten es die Hilfsorganisationen!!!;nothing
960886570616433;http://deutsche-mitte.de/;nothing
862086183829806;"Jetzt beleidigt und abhauen ... aber natürlich, wir sind unter deinem Niveau ;-) Schwach einfach, ganz schwach";nothing
876262309078860;Das ist ja der haken,für uns müssen sie tiefer in die Tasche greifen!! ??;nothing
855110407860717;Jepp, BAGIDA wird sich daran orientieren.;nothing
1063529460352143;"Das ist ja auch Fremdenfeindlich!
Somalia gegen Senegal!";nothing
1043618409009915;Schön dass es Tatjana gibt ! Eine Frau die vielen Menschen aus dem Herzen spricht!;nothing
1112007162171039;Ach liebe ossis. Selbat Spass könnt ihr nicht verstehen. Deshalb seid ihr auch alle so verbittert;nothing
991270410911382;Wie viel sind es???;nothing
1010690208969402;So ihr Lieben, raus auf die Straße nicht nur wir im Osten ! WIR sind das Volk ! Und nicht provozieren lassen.;nothing
1152504144788007;Ich habe den Beginn dieser Masseninvasion noch bildlich vor meinen Augen. Und von beginn an war JEDER, der an dieser Invasion zweifelte oder seine Bedenken kund tat, ein Nazi, Rechter, Rechtspopulistisch und Fremdenfeindlich. Von Beginn an, als hätte man sich das schon frühzeitig so zurecht gelegt, weil man mit der Gegenwehr der Bevölkerung rechnete.;criticism
951527141552376;"Immer dieses Wort ""vorübergehend"". Als würden wir nicht alle schon längst wissen, was wir von diesem ""vorübergehend"" zu halten haben. Wenn das alles so ""vorübergehend"" ist, dann habe ich mal folgende Frage: Warum, zum Teufel, bleiben die dann alle für den Rest ihres Lebens hier????";criticism
888288854542872;tapfere frau gegen die herrschende mafia;nothing
1063693927002363;Jetzt sag nichts gegen Teddys, sonst schicke ich dir meine Teddyarmee auf den Hals??;nothing
862028243835600;Unsere obdachlosen :D so eine Frechheit aber auch :D;nothing
1035113253193764;"Der unterentwickelte Osten gehört nicht zu Deutschland. Die Ausländer im Westen sind schon länger in der BRD als ihr und was habt ihr vorzuweisen? Fremdenhass, Arbeitslosigkeit und eine marode Infrastruktur. Ihr seit eine Last für die gesamte Republik (SOLI) und nun redet ihr davon, dass Flüchtlinge zu viel kosten? 
Der Mauerfall war der grösste Fehler der westlichen Welt ??";nothing
946100065428417;Ich glaube über sowas muss man nicht reden.;nothing
855047847866973;Das B in PEGIDA steht für Bildung;nothing
855186567853101;Regierung wacht auf de Antifa sind de waren Verbrecher;criticism
855663564472068;Macht jetzt ja nicht schlapp.Es sind viele auf eurer Seite.Recht Staat ist bei uns schon lange nicht mehr.;agitation
982696125102144;Äpfel mit Birnen vergleichen oder was? ??;nothing
875553762483048;Es   gäbe ein noch wichtigeres Themen für die Pegida -  liebe  Freunde ,   habt ihr  gewusst das statistisch 16% der Bürger hier im Land (wären   25000!! Personen Eurer  Seite) in Armut leben. Das wäre doch mal ein   gutes THEMA ...  https://www.facebook.com/pages/Die-Not-beginnt-zu-Hause/780646168689731?ref=hl;nothing
1035592416479181;Kalle-Morx-Stadt nehmen wir auch noch mit!;nothing
883443958360695;Ohje das tut mir aber sowas von NICHT leid!;nothing
1063484457023310;Martin Lechmeyer und schon hat es gewirkt!;nothing
1111643502207405;Und wie soll es weitergehen? Denkt ihr es ändert dich was, wenn ihr jeden Montag demonstriert? Was ist mit der Parteigründung?;nothing
1063277557044000;Dresden Drecksvolk  Ja,D.Drecksvolk!Es tut mir leid - aber sie liegen weit under meinem Niveau !Da ist jeglicher Kommentar Überflüssig !Unterste Schublade  - man sagt auch - 6 Klasse in Sonderschule !!!!!!;nothing
1111436615561427;Ja do schau her.wenn das keine gute Nachricht aus BAYERN ist.;nothing
1112091088829313;Find ich gut, gehört für alle eingeführt.;nothing
1065952803443142;https://www.facebook.com/239726179693621/videos/239934503006122/;nothing
935383636500060;"Kleiner Nachtrag: Der Hinweis auf eine ""schwere Kindheit"" ist keine Entschuldigung für Gewalttaten, sondern eine Beschreibung des psycho-sozialen Täterprofils. Eine Erklärung, sozusagen.";nothing
991274667577623;Zeit ist kurz wir müssen handeln !;nothing
855600911145000;[@IND] , eine der wenigen die es versteht auch zwischen den Zeilen zu lesen. ... danke;nothing
985357911502632;https://www.change.org/p/wir-fordern-das-misstrauensvotum-gegen-frau-merkel-sofortige-amtsenthebung-frau-merkels?recruiter=386333964&utm_source=share_petition&utm_medium=whatsapp;nothing
1152502094788212;"Die AWO hat  genug ""Dreck am Stecken"". Habe mal bei denen gearbeitet.";nothing
1052863494752073;Denis Kleinert tun sie dass, oder wollen sie ganz einfach Kravall?;nothing
862808487090909;http://www.buergerrecht-direkte-demokratie.de/linksextremismus/;nothing
982696578435432;es wird richtig krachen Juergen !!;nothing
1035108629860893;"""german defence league"" nicht norwegenflagge...";nothing
1012242808814142;"Ich bin mehr der Stadtmensch, zum Kaffee gab es ""Berliner"", heute abend "" Hamburger"",""Frankfurter"" Würstchen und ""Wiener Schnitzel"" !!
Und im Schlafzimmer treiben sich ""Pariser"" rum ??";nothing
1152579411447147;So sehe ich das auch;nothing
989380341100389;Wir brauchen dringend mehr Mittel für Tische gegen Abgaswertemanipulation !!;nothing
985439014827855;Christoph Köhnen so viele besorgte Bürger. Diese dummen Gutmenschen!;nothing
861956933842731;"Max ganz ehrlich meine Meinung zu Dir: "" was juckts die Eiche wenn sich die Sau dran reibt."" Also schau fein weiter Simpsons ??";nothing
982638161774607;"LIVE aus Ungarn!

http://www.mediaklikk.hu/media-lejatszo/?ch=1";nothing
862106270494464;"So geh jetzt schlafen,muss fuer viele ""mitesser"" schaffen,vielleicht auch fuer zickenkarla !?";nothing
882752691763155;"Es gibt keine ""Flüchtlinge ""aus Marokko! In Marokko ist KEIN Krieg!!!! Das sind Wirtschaftsflüchtlinge";nothing
855582804480144;wer in der demokratie schläft ,wacht in der diktatur auf;nothing
982743955097361;Ordnung herstellen, warnen und dann Schußbefehl, eine deutliche Sprache die auch verstanden wird, Gut hin oder her - wir haben es nicht mit notleidenden Menschen zu tun - hier steckt ein religiöser Wahnsinn dahinter - wir müßen und wir wollen uns nicht vereinnehmen lassen - deshalb handeln soweit wir noch dazu in der Lage sind -.;nothing
966638326707924;Danke :);nothing
1077858312252591;"Entscheiden wo die Reise hin geht,tun ""noch"" die Altparteien,obwohl es immer schwieriger wird Mehrheiten zusammen zu bekommen.Wichtig jetzt ist eine gute Opositionspolitik zu machen und den Wähler zu Informieren.";criticism
960925857279171;Ich vergleiche auch Niemanden.  Es ist nur festzustellen,  dass alle Missstände und Probleme seit eh und je auf die Minderheiten projiziert werden. .....;nothing
1111562802215475;"Genau so und nicht anders. Das sind doch flüchtlinge, die bekommen zu essen und trinken, haben ein dach überm kopf und sind weit genug weg vom krieg. 
Alles andere von denen sin überzogene Forderungen.";nothing
887994287905662;Leute schaut euch die Zeichen an... Das war ironisch gemeint.;nothing
1111320828906339;Dann am besten Alkohol Sperre auf den Karten;nothing
1111354205569668;Das ist ja mal was positives;nothing
855036534534771;"http://www.spiegel.de/wirtschaft/soziales/europaeische-zentralbank-analyse-zum-kauf-von-staatsanleihen-der-ezb-a-1014353.html                                                                                     
                                                                                                                                               Herr Draghi wird ab sofort
bis zum September 2016 jedem Bürger in der gesamten Eurozone monatlich 150,- Euro schenken. Das entspricht dem Umfang seiner heutigen Anleiheankaufentscheidung. Das Problem dabei ist, dass die Deutschen nicht als Geschenkempfänger, sondern als Geschenkgeber vorgesehen sind. Aber bei einem Bundestag, der den ESM durchgewunken hat, bei einer Islammerkel und einem BverfG, das unwürdig und feige ""mahnt"" und international hofft, statt Schäuble Grenzen zu zeigen, wird Draghis Traum der europäischen Großlira wohl wahr werden. Die Millionen Deutsche, die Merkel, Steinbrück oder Grün gewählt haben, sollten sich damit vertraut machen, dass nur die AfD richtig lag, und sie für ihre Wahl in jeder hinsicht kräftig zur Ader gelassen werden. Jetzt sollte Deutschland auch mal richtig in den Sack hauen, mal so richtig 250 Milliarden rein in Infrastruktur und Bildung, dann hat man noch was sinnvolles für die nächste Generation getan, bevor das Zeug nichts mehr wert ist. Wir stellen 1a Papiere aus, dafür und zahlen die Zinsen dann mit neuen Papieren.Machen die anderen doch auch alle, und wenn nix mehr geht, zapfen wir auch mal den ESM an. Ist die Kasse leer, melden wir halt auch bankrott an. Was die anderen können, können wir schon lange:-)";criticism
1112006095504479;Kritisieren kannste prima, nächstes mal singst du !!!;nothing
1152578771447211;+++ EILMELDUNG LIVE-STREAM +++ Eskalation bei #Rigaer #Demo #Rigaer94 #B0907 #R94 #R94bleibt;nothing
861950493843375;Soll der Hohlkörper doch die Verblödung schauen, so was ist eh keine Hilfe !;nothing
961187163919707;"Nazi = Nationalsozialisten - das ist die deutsche Antwort, Version und Mißbrauch der in anderen (auch europ.) Ländern durchaus bis weit in die 70er hinein salonfähigen und praktizierten ""Faschismus""-Idee. Und die ist wieder die bürgerliche Antwort auf die Kommunismusidee. Man kann davon halten, was man will, das System, welches wir in D heute haben, ist von allen offensichtlich das beste. Trotz aller Macken und Beulen - dafür bewegen wir doch unseren Wohlstandsarsch jeden Montag durch unsere Heimat.";criticism
982706341767789;Till, hier sind die armen traumatisierten Menschen die in deine Kaserne wollen...;nothing
861946653843759;Da haste es uns jetzt aber mal so richtig gezeigt. ...;nothing
855048151200276;den hat i fir gschaidor ongschaug..der isch pe mair untn durch;nothing
1063672567004499;naja das hinkt, denn in bremen wohnt keiner mehr der auch nur die frage versteht (vielleicht in albanisch), in berlin können sie dank wowis genderwahn nur bis 1 zählen, das reicht für 1 geschlecht (unisex).;nothing
977040045667752;-oder sterbest du;nothing
935308706507553;Diese Truppe hetzt Die Moslems auf und schickt Sie ins Kriegsgebiete. Dort finden Tag täglich Kriegsverbrechen statt, da ist Brut noch ein sehr milder Ausdruck.;nothing
982696251768798;Warte mal ab, bis die ersten Asylanträge abgelehnt werden... spätestens dann haben wir hier die Zustände, wie an der ungarischen Grenze.;nothing
862302517141506;Es ist auch scheiß egal ob wer links, mitte oder rechts steht....es droht Krieg und daß muß verhindert werden!;nothing
876524509052640;"Tja, Sport ist eben doch nicht so gesund wie oft behauptet wird...  ;-)";nothing
1096017793769976;Und freundlich hupen bei 90 ??;nothing
1007281789310244;Und dann dürfen die hier weiter machen weil wir hier jede Nation haben,ausser n Paar Deutsche-toll.;nothing
1152571701447918;Genau so ist es ??????;nothing
1035136756524747;??;nothing
1064069420298147;René Schielke irgendwie bissl am Thema vorbei oder? Du kennst also einen Typen der Abi hat und Taxi fährst und schlussfolgerst daraus das ich auch Taxi fahre bzw. alle die Abi haben Taxi fahren? Na bei der Logik und Argumentation wundert mich nix mehr. Es freut mich ja, wenn du mit deiner Frau schick essen gehen kannst und Cocktails trinkst. Vermutlich macht das der Taxifahrer an seinen freien Tagen auch. Verstehe nicht genau, was du damit sagen willst. Bist du besser als er, nur weil du kein Taxi fährst? Oder worauf willst du hinaus? Btw ich fahre kein Taxi...;nothing
882696761768748;Es hat doch alles System. Ein riesiger Multi-Kulti-Kladderadatsch soll geschaffen werden, abgestumpft und verblödet, damit die oberen 10000 sich noch mehr die Taschen vollstopfen können. Und alle machen mit. Ein paar totgeschlagene, abgestochene, verbrannte, gedemütigte, vergewaltigte deutsche Bürger, stören da nicht.;criticism
1035164156522007;Zumindest was die Öffentlichkeitsarbeit betrifft liegt Pegida ganz weit vorn. Aber vor allem auf Youtube gibt es mittlerweile viele Kanäle die sehr gute aufklärerische Arbeit leisten. Zum Beispiel NuoViso, Compact TV oder Schrang TV.;nothing
985444401493983;Aber die sind ja alle total traumatisiert und würden sowas niemals nie tun...;nothing
854996447872113;Macht weiter und werdet stark;nothing
876592409045850;Icke! bin Berlina,!!;nothing
855046664533758;Soviel mist auf einmal liest man echt selten ????????????;nothing
1011320165573073;https://m.facebook.com/story.php?story_fbid=138508589840242&id=100010433052130;nothing
876356595736098;"Miriam Thomas, wie ihr, nehme an Türkin,  eure Kinder erzieht, sieht man an den vielen Kriminellen. Und ich selber habe einen Fall erlebt, wo eine türkische Familie den alten Vater zu Hause""gepflegt""hat. Völlig verwahrlost, dehydriert und durchgelegen war er.Aber Pflegegeld einsacken.";nothing
935271189844638;Schade, dachte schon die haben endlich den geistesgestörten Truthahn aus dem Verkehr gezogen;nothing
882825281755896;Könnte man den Flüchtlingen aus Afrika nicht irgendwie vorher durch Propaganda mitteilen, dass wenn sie hierher kommen, in ein Heim kommen und keine Freiheit genießen können. Wenn die das wüssten, kämen die bestimmt nicht hierher.;nothing
951534568218300;Wir schreiben noch das Jahr 2015, bis zum Herbst 2017 ist es noch ein langer Weg.;nothing
1063809053657517;Susi Flocke Das habe ich doch nur theoretisch gemeint. Natürlich ist Bildung wichtig Ich wollte damit nur sagen, dass es nur Wenige gibt, die nach ihrem Abi nicht abheben und den Ego-Trip einschlagen. Natürlich will ich das Beste für meine Kinder. Einer hat sein Abi gemacht. :-);nothing
1096017813769974;40 Tonner und durch die springen wie die Hasen;nothing
935301703174920;P. Vogel hätten sie verhaften sollen, der ist für Deutschland der gefährlichste Aufwiegler.;nothing
862117157160042;max du bist nur peinlich.....und tolllleranz wir mit hundert ´geschrieben......und wenn ich dir sage, einer von denen hat ne schwangere erstochen und angezündet und du mir sagst, das ich tolerant sen soll.....dann sag ich dir: DIR BRENNT DER HELM....hoffe dass du mal bei nacht ne begegnung hast mit genau solchen spinnern und dann übe dich mein freund in toleranz....gröhl;nothing
1152541701450918;Das wäre ganz klar ein Verstoß gegen das Antidiskriminierungsgesetz und würde vermutlich so plump jedenfalls kaum durchsetzbar sein.;nothing
855001781204913;Muhahaha;nothing
966662386705518;"garantiert ;-(";nothing
855010551204036;Und Mo aufn Neumarkt gibts ein Ziel? Gegen Pegida mehr nicht!!! Die gehen dort gegen friedliche Bürger auf die Straße. Wo ist da ein Ziel?;nothing
1035127989858957;Na dann mal ran.;nothing
1056486231056466;Das wird uns nicht wieder passieren. Zu oft habt ihr nach den Wahlen eure Versprechen gebrochen. Jedem Beginn eurer Legislatur folgte erst einmal eine Diätenerhöhung. Wofür eigentlich ?;criticism
985368888168201;Bravo.vielleicht sind wir zum nächsten Weihnachtslieder singen richtig viele.ich wünsche es mir so sehr.danke ihr Dresdner;nothing
1063527303685692;logisch fremdenfeindlich. Der Senegalese war dem Somalier sicher fremd...;nothing
1038619299509826;!!!;nothing
1056829871022102;Richtig.;nothing
1134089513296137;Murks Merkel, ich war knapp 20 Jahre als Außendienstingenieur im Einsatz, in Europa, aber auch in Afrika (Nigeria, Uganda, Tanzania, Cote d´ivoire, Kamerun ...), in Nahost (Iran, Saudi, Kuwait, Doha, UAE, Jordanien), ich bezweifle ernsthaft, daß sie dumme Frau jemals so viele nichtdeutsche Menschen kennengelernt und mit ihnen gesprochen haben. Erzählen Sie mir also keinen Scheiß und hauen Sie endlich ab! Sie haben weiß Gott genug Schaden angerichtet!!!;criticism
982703321768091;Tja,vermummt,Steine schmeißen,wenn ich weiter kommentiere,naja,ist einfach zum ko...;nothing
1035371759834580;und die werden nicht wie linke chaoten von der politik rangekart ..;criticism
982695258435564;Alexandra Becker;nothing
876259042412520;also hier in skandinavien versteht man euch ganz gut :);nothing
1012533228785100;Diesen Links-Grünen Idioten ist aber auch nichts zu doof !  Diese Asylbetrüger wissen doch vorher, dass sie in ein christliches Land einfallen und dass sie sich auf eine christliche Kultue einzustellen haben. Es ist einfach nur widerlich, wie diese Links-Grünen sich bei den Asylbetrügern einschleimen wollen !;nothing
876246812413743;Das Boot ist längst überfüllt.....;nothing
985385791499844;Dafür braucht man kein Lehrer zu sein. Es reicht auch der Schüler.;nothing
1152564658115289;Anke Rossburger das ist mir bewusst aber Mitglieder der AfD als Rassisten zu bezeichnen und das wahrscheinlich ohne Hintergrundwissen find ich schon ist ziemlich nah an der Volksverhetzung. Und damit zu drohen das Afd Mitglieder oder Anhänger ihren Job verlieren nur weil sie deren Meinung vertreten ist arm oder sagen wir eher erbärmlich.;nothing
982639981774425;Danke, hab schon umgeschaltet;nothing
861985600506531;Ja oft genug :D;nothing
862009680504123;Denise , ich glaube nicht das du das alles richtig verstehst und jededen wo es um ausländer geht gleich die scheuklappen runter machst . Es geht um die schleichende islamisierung in diesem land ( beweise sind genug im net ) es geht um unkontollierte zuwanderung um russland und krieg . Asylsuchende die hilfe brauchen sollen sie auch bekommen ( aber nicht auf teufel komm raus zusammen gepfercht irgendwo ) . Es geht um unsere unmögliche politik . Und worum geht es dir ?;criticism
855585984479826;Warum ich bin auch teil dieses Volkes oder dürfen dies nur bestimmte Leute sein. Dein Namen wurde doch hier gar nicht genant.;nothing
876245389080552;"Ich nenn die ""arbeits""Agentur schädlich!!!!";criticism
1105406512831104;Niemals Ihr Volksverhetzer und Menschenschender.;nothing
1092524794119276;Deutsche Land gute Land nix Arbeit viel Geld. Deren Motto, und hier kämpfen manche Hartz 4 Empfänger ums nackte Überleben;criticism
855452417826516;"http://www.spiegel.de/politik/ausland/saudi-arabien-koenig-abdullah-bin-abdul-asis-al-saud-ist-tot-a-1014513.html                                                                      ""Salman hat gute Verbindungen zum einflussreichen islamischen Klerusdes Landes. Von den liberalen Kräften und den Schiiten wird er weniger stark abgelehnt als sein erzkonservativer Vorgänger, Kronprinz Naif. Dennoch gilt auch er als konservativ. 2010 sagte er in einem Interview: ""Wir können keine Demokratie in Saudi-Arabien haben, sonst wäre jeder Stamm eine Partei und wir würden wie der Irak werden und im Chaos enden.""";nothing
982639908441099;Die passen sich schon mal der Antifa an ??;nothing
1063271857044570;Musste lachen, wegen Dresden Drecksvolk. Die medienpropaganda hat Wirkung gezeigt, jetzt sind alle ossis die bösen. Jeder im Osten ist jetzt rechts.;nothing
935256543179436;Nee, der hat bestimmt GEZ nicht bezahlt =);nothing
1043592749012481;Diese Schmierfinken haben es nötig, Anzeigen loszulassen! Die Lächerlichkeit ist eigentlich kaum zu überbieten! Das zeigt die wahre Geistesgröße dieser Leute!;nothing
951539844884439;spätestens wenn die Zwangsbesetzung kommt, werde ich Schweinebäuerin - diese Tierchen fressen so einiges!;nothing
1134091419962613;Nein Danke;nothing
1105400922831663;So kann man das verhindern: https://gloria.tv/article/pZNVnBRyma3;nothing
935338609837896;Die sind weder naiv noch blöde.  Die haben gar kein Hirn. !;nothing
1063466537025102;"100% pigmentierte ??? früher haben wir auch neger gesagt.  das ende des liedes war aber sehr traugig. ""da warens wieder 10""";nothing
882726301765794;"Sehr gut Klaus!So ist es,hast recht,sind leider noch zu viel ""schwarze"" Schafe unter uns,endlich einer der sich traut hier mal ... !";nothing
982757211762702;"jetzt zeigen die ""flüchtlinge ihr wahres gesicht! Terrorgruppen sind das!";nothing
1012668625438227;Nein Andrea ich kann es nicht hören. Das Echo kenne ich nur aus dem Erzählensagen ...ich bin nämlich fast taub  ... oder zumindest hochgradig schwerhörig und somit selbst einer Randgruppe zugehörig. Wundere mich allerdings immer noch warum Sie auf meine Kommentare überhaupt so gallig anspringen. Und auch wundere ich mich immer noch warum Sie auf Pegida Seite herumtrollen, wenn Sie alles was hier geschrieben steht als braune Sch...  empfinden?  Warum tun Sie sich denn diese Seite und Schmach zum Sonntag an ?;nothing
862064477165310;http://www.politikversagen.de/artikel/berliner-imam-frauen-gehoeren-eingesperrt-und-duerfen-niemals-nein-zu-sex-sagen;nothing
876852149019876;... wir wollen und brauchen die hier nicht !!!!;nothing
882683365103421;Diese Frage stelle ich mir auch jedes mal, wenn ich in Eisenberg vorbei fahre.;nothing
861950180510073;Montag erstmal Schweden Malmö. Bitte Hilfen uns. Danke.;nothing
876578349047256;"""Um auf die menschenunwürdigen Lebensbedingungen für Geflüchtete in  Deutschland aufmerksam zu machen, haben Geflüchtete beschlossen, den  Kampf auf dem Theaterplatz nach der Demo heute weiterzuführen und ein  provisorisches Camp aufgeschlagen. Unterstützt sie. Bringt Schlafsäcke  und Isomatten oder kommt einfach so vorbei um eure Unterstützung zu  zeigen.""";nothing
985475088157581;Ich bin jedes Jahr dort  und kann dann ja mal einen Vergleich ziehen. Heute gehe ich von  ca. 20.000 Teilnehmern aus. War selbst vor Ort. Es war wieder unglaublich!;nothing
882930078412083;Ich wohne in einem kleinen Dorf. Direkt neben uns sind im Oktober vorigen Jahres 5 Asylanten eingezogen. Natürlich nur junge Männer und keine Frau.Und die wohnen nicht in einer Wohnung sondern in einem 1 Familien Haus. Auch das Oelauto kam, dass sie ja nicht kalt kriegen, telefonieren natürlich mit Smartphone. Du ackerst dir einen ab und bekommst einen Tritt in den aller wertesten.Da platzt mir echt der Kragen.Niemand in unserer Nachbarschaft wurde gefragt,ob wir das so wollen.Sagst du was bist du Rechts. Aber das hat nichts damit zu tun.Soll man sich denn alles gefallen lassen?;nothing
946354498736307;Habt ihr selber kein Dach über dem kopf, oder warum seid ihr so boshaft und neidisch. Das 'Pack' flieht vor Menschenrechtsverletzungen und ihr macht gleich damit weiter. Sehr vernünftig, genau so werden diese menschen wieder stabil und können sich in die gesellschaft einbringen. Was wäre, wenn ihr fliehen müsst... und als Pack bezeichnet würdet, dass man anzünden soll? Ihr seid so unendlich unfair und egoistisch, dass es kracht.;nothing
1111501105554978;Gut so;nothing
1134125543292534;Hääää, ich denke wir sollen eine Armlänge Abstand halten ?!!! Ich halte, davon abgesehen, meterweise Abstand !!!;nothing
1056481811056908;"Oh Graus!!!
Vom Gehöft Sollte man Diese Jenigen  jagen!!!??????";nothing
1105684292803326;Sarah Molitor;nothing
876411155730642;Da hast du wohl recht, Hauptsache billig....;nothing
1105460332825722;Rauchmelder nicht vergessen, sind ja jetzt Vorschrift!;nothing
1043699729001783;Rene Meier geht das schon wieder los du Spinner, verpiss dich hier mit deiner vom VS organisierten Demo.;nothing
